server_id,customer_id,server_type,region,os_family,cpu_cores,ram_gb,disk_tb,age_days,has_gpu,is_managed
S001274,C00393,dedicated,gra,linux,16,4,2.0,1444,0,0
S001275,C00564,database,bhs,linux,32,16,1.0,484,0,1
S001276,C00784,vps,gra,linux,16,16,0.5,13,0,0
S001277,C00204,vps,gra,linux,64,16,0.5,1803,0,0
S001278,C00135,vps,gra,linux,8,64,0.1,177,0,0
S001279,C00396,vps,rbx,managed,4,8,0.1,80,0,1
S001280,C00075,dedicated,bhs,linux,4,64,0.25,661,0,0
S001281,C00752,dedicated,sbg,linux,16,64,0.1,2044,0,0
S001282,C00873,vps,bhs,linux,2,128,0.1,1418,0,0
S001283,C00545,vps,bhs,linux,32,8,1.0,93,0,0
S001284,C00881,storage,gra,linux,4,8,1.0,2017,0,0
S001285,C00061,gpu,gra,linux,32,32,0.1,2064,1,0
S001286,C00569,storage,bhs,linux,8,8,1.0,1533,0,0
S001287,C00398,dedicated,bhs,bsd,16,4,0.25,163,0,0
S001288,C00249,dedicated,sbg,linux,64,4,0.5,32,0,0
S001289,C00280,dedicated,rbx,linux,4,32,8.0,1919,0,0
S001290,C00490,storage,waw,windows,16,64,1.0,1809,0,0
S001291,C00577,database,gra,linux,4,8,0.1,1829,0,1
S001292,C00147,database,bhs,linux,16,128,0.5,1071,0,1
S001293,C00553,dedicated,gra,linux,16,64,1.0,1308,0,0
S001294,C00833,gpu,bhs,linux,4,4,0.25,381,1,0
S001295,C00009,vps,rbx,linux,2,16,8.0,80,0,0
S001296,C00790,storage,bhs,linux,8,4,0.5,487,0,0
S001297,C00546,vps,gra,linux,2,64,0.1,1366,0,0
S001298,C00307,dedicated,sbg,linux,16,32,1.0,885,0,0
S001299,C00661,dedicated,gra,linux,4,32,1.0,1359,0,0
S001300,C00556,database,bhs,linux,32,32,0.5,970,0,1
S001301,C00691,vps,gra,linux,64,8,4.0,1226,0,0
S001302,C00073,vps,gra,managed,32,128,4.0,2093,0,1
S001303,C00053,vps,bhs,linux,8,128,0.25,1389,0,0
S001304,C00577,vps,gra,linux,4,32,0.1,2098,0,0
S001305,C00273,database,rbx,linux,16,16,0.5,2129,0,1
S001306,C00214,dedicated,lim,linux,16,4,1.0,1359,0,0
S001307,C00379,dedicated,waw,linux,64,4,1.0,2190,0,0
S001308,C00652,storage,lim,linux,4,8,0.25,548,0,0
S001309,C00161,vps,rbx,linux,2,32,4.0,1145,0,0
S001310,C00875,dedicated,sbg,linux,64,64,0.5,165,0,0
S001311,C00378,dedicated,waw,windows,16,128,2.0,202,0,0
S001312,C00135,dedicated,gra,linux,4,8,2.0,292,0,0
S001313,C00064,dedicated,waw,linux,16,8,0.1,295,0,0
S001314,C00771,dedicated,gra,linux,2,4,0.25,903,0,0
S001315,C00101,dedicated,lim,linux,8,256,0.25,1585,0,0
S001316,C00377,storage,bhs,linux,4,32,4.0,2169,0,0
S001317,C00601,gpu,sbg,linux,4,16,0.5,2160,1,0
S001318,C00461,gpu,sbg,windows,4,32,2.0,393,1,0
S001319,C00236,vps,gra,linux,4,16,0.5,959,0,0
S001320,C00097,dedicated,rbx,linux,8,8,0.5,949,0,0
S001321,C00640,database,waw,linux,4,8,4.0,216,0,1
S001322,C00441,storage,sbg,linux,8,8,0.5,88,0,0
S001323,C00043,vps,sbg,windows,8,8,2.0,777,0,0
S001324,C00163,dedicated,gra,linux,16,16,0.5,1884,0,0
S001325,C00506,dedicated,bhs,linux,16,8,0.1,847,0,0
S001326,C00151,vps,rbx,windows,4,32,0.1,844,0,0
S001327,C00352,vps,gra,linux,2,16,0.25,2192,0,0
S001328,C00112,dedicated,eri,linux,16,16,2.0,830,0,0
S001329,C00717,database,sbg,linux,32,128,0.5,1510,0,1
S001330,C00567,vps,sbg,linux,64,16,0.5,2159,0,0
S001331,C00705,vps,eri,linux,64,32,0.1,260,0,0
S001332,C00047,dedicated,rbx,windows,8,4,1.0,1124,0,0
S001333,C00338,storage,eri,managed,32,32,2.0,742,0,1
S001334,C00240,storage,bhs,linux,8,16,1.0,262,0,0
S001335,C00560,dedicated,bhs,bsd,16,8,8.0,107,0,0
S001336,C00739,vps,rbx,managed,64,4,0.1,1425,0,1
S001337,C00204,vps,gra,linux,16,32,0.1,1437,0,0
S001338,C00692,storage,sbg,windows,4,32,1.0,1236,0,0
S001339,C00522,dedicated,gra,linux,4,32,0.25,1480,0,0
S001340,C00741,gpu,gra,linux,4,16,1.0,1581,1,0
S001341,C00073,vps,bhs,linux,4,32,2.0,127,0,0
S001342,C00891,dedicated,waw,linux,16,32,0.1,75,0,0
S001343,C00391,dedicated,gra,windows,16,8,4.0,738,0,0
S001344,C00252,dedicated,waw,linux,4,16,0.1,1251,0,0
S001345,C00164,dedicated,eri,windows,16,16,1.0,1986,0,0
S001346,C00886,vps,waw,linux,4,64,0.5,2155,0,0
S001347,C00795,storage,waw,linux,8,16,1.0,1819,0,0
S001348,C00118,dedicated,bhs,linux,4,16,0.1,641,0,0
S001349,C00400,database,rbx,linux,8,256,4.0,1263,0,1
S001350,C00660,dedicated,rbx,linux,16,64,4.0,256,0,0
S001351,C00531,vps,eri,linux,16,8,1.0,1066,0,0
S001352,C00170,database,bhs,linux,16,64,1.0,218,0,1
S001353,C00324,storage,waw,linux,4,8,1.0,2184,0,0
S001354,C00331,vps,eri,linux,16,64,1.0,992,0,0
S001355,C00259,vps,rbx,linux,4,8,1.0,1589,0,0
S001356,C00864,dedicated,rbx,linux,8,16,1.0,229,0,0
S001357,C00182,dedicated,bhs,linux,8,256,2.0,2095,0,0
S001358,C00635,vps,gra,windows,16,4,1.0,1153,0,0
S001359,C00820,dedicated,sbg,linux,32,64,0.25,158,0,0
S001360,C00715,vps,waw,bsd,4,16,4.0,811,0,0
S001361,C00719,dedicated,bhs,linux,16,4,0.25,467,0,0
S001362,C00142,database,rbx,linux,4,128,0.25,152,0,1
S001363,C00119,gpu,waw,bsd,8,16,8.0,69,1,0
S001364,C00704,storage,gra,windows,16,64,0.25,1567,0,0
S001365,C00672,vps,lim,linux,16,64,0.1,1909,0,0
S001366,C00667,dedicated,gra,linux,32,4,1.0,1452,0,0
S001367,C00376,dedicated,lim,linux,16,8,2.0,1527,0,0
S001368,C00471,vps,sbg,linux,4,16,0.1,83,0,0
S001369,C00013,vps,sbg,windows,64,16,0.5,391,0,0
S001370,C00261,vps,sbg,linux,32,4,0.1,76,0,0
S001371,C00475,vps,rbx,linux,8,16,0.5,2143,0,0
S001372,C00113,vps,sbg,linux,2,64,0.5,1623,0,0
S001373,C00117,dedicated,lim,linux,4,8,0.25,2102,0,0
S001374,C00040,dedicated,waw,linux,16,32,4.0,1991,0,0
S001375,C00188,vps,gra,linux,64,16,1.0,494,0,0
S001376,C00893,vps,bhs,windows,16,4,2.0,1125,0,0
S001377,C00626,database,lim,linux,4,8,4.0,1423,0,1
S001378,C00853,vps,waw,linux,2,8,4.0,1631,0,0
S001379,C00231,storage,sbg,linux,8,32,2.0,1470,0,0
S001380,C00538,storage,gra,linux,4,4,0.5,997,0,0
S001381,C00802,dedicated,eri,linux,2,64,2.0,9,0,0
S001382,C00316,vps,rbx,linux,2,64,1.0,2065,0,0
S001383,C00591,vps,rbx,managed,2,4,0.25,1515,0,1
S001384,C00623,vps,waw,managed,4,64,0.5,1839,0,1
S001385,C00749,dedicated,rbx,windows,16,128,0.5,487,0,0
S001386,C00872,database,lim,windows,4,4,0.5,235,0,1
S001387,C00553,database,gra,linux,8,128,2.0,1982,0,1
S001388,C00524,dedicated,waw,linux,8,8,0.5,1773,0,0
S001389,C00781,dedicated,eri,linux,64,32,0.25,1844,0,0
S001390,C00616,dedicated,eri,windows,16,8,0.1,969,0,0
S001391,C00325,storage,eri,linux,8,64,2.0,1991,0,0
S001392,C00567,vps,lim,linux,16,64,0.5,493,0,0
S001393,C00494,dedicated,rbx,linux,16,128,0.5,1666,0,0
S001394,C00205,storage,eri,linux,16,256,2.0,1088,0,0
S001395,C00464,vps,eri,linux,8,4,2.0,363,0,0
S001396,C00561,vps,sbg,linux,8,32,1.0,1578,0,0
S001397,C00813,vps,rbx,linux,8,8,1.0,793,0,0
S001398,C00522,vps,gra,linux,4,8,0.25,350,0,0
S001399,C00148,vps,bhs,windows,4,8,4.0,1559,0,0
S001400,C00888,dedicated,bhs,linux,4,128,1.0,1698,0,0
S001401,C00520,vps,rbx,linux,4,32,1.0,711,0,0
S001402,C00258,database,rbx,linux,8,4,0.1,2127,0,1
S001403,C00678,vps,sbg,linux,8,256,1.0,1562,0,0
S001404,C00346,database,gra,windows,2,64,0.5,50,0,1
S001405,C00333,vps,eri,linux,4,8,0.5,740,0,0
S001406,C00755,storage,rbx,managed,4,16,1.0,2143,0,1
S001407,C00780,dedicated,gra,linux,16,32,2.0,391,0,0
S001408,C00471,storage,gra,linux,4,32,0.5,2097,0,0
S001409,C00335,dedicated,lim,managed,2,16,2.0,1140,0,1
S001410,C00776,dedicated,lim,linux,2,16,0.25,1485,0,0
S001411,C00155,dedicated,gra,windows,8,4,1.0,1510,0,0
S001412,C00672,dedicated,gra,linux,4,16,0.25,1126,0,0
S001413,C00525,database,sbg,linux,8,16,0.5,1138,0,1
S001414,C00768,database,gra,linux,8,8,4.0,1248,0,1
S001415,C00378,storage,waw,linux,32,8,0.1,1412,0,0
S001416,C00748,dedicated,gra,windows,8,32,4.0,1622,0,0
S001417,C00013,gpu,sbg,linux,2,16,0.5,964,1,0
S001418,C00682,storage,rbx,linux,4,16,1.0,959,0,0
S001419,C00062,dedicated,sbg,linux,16,8,0.1,1712,0,0
S001420,C00578,vps,sbg,linux,4,128,1.0,1665,0,0
S001421,C00175,vps,gra,linux,32,8,4.0,1430,0,0
S001422,C00867,dedicated,rbx,managed,8,16,1.0,1014,0,1
S001423,C00692,vps,gra,linux,2,8,0.5,1264,0,0
S001424,C00094,storage,gra,linux,4,32,2.0,1256,0,0
S001425,C00802,dedicated,eri,linux,32,16,1.0,958,0,0
S001426,C00226,vps,rbx,linux,64,16,0.1,393,0,0
S001427,C00491,vps,rbx,linux,32,64,1.0,1179,0,0
S001428,C00076,storage,gra,linux,4,32,1.0,974,0,0
S001429,C00095,database,waw,linux,16,16,2.0,113,0,1
S001430,C00217,gpu,eri,windows,4,16,0.5,2102,1,0
S001431,C00480,vps,waw,linux,4,128,0.5,1467,0,0
S001432,C00488,vps,bhs,linux,16,128,8.0,251,0,0
S001433,C00770,vps,waw,windows,64,32,1.0,450,0,0
S001434,C00148,vps,rbx,windows,8,32,1.0,1257,0,0
S001435,C00674,dedicated,lim,bsd,8,64,8.0,1892,0,0
S001436,C00005,vps,waw,linux,4,128,0.25,1068,0,0
S001437,C00261,vps,gra,managed,4,4,0.5,1787,0,1
S001438,C00157,vps,sbg,windows,2,256,2.0,282,0,0
S001439,C00111,gpu,rbx,windows,32,32,1.0,1161,1,0
S001440,C00526,vps,gra,linux,2,32,8.0,1820,0,0
S001441,C00810,vps,lim,managed,16,16,1.0,1863,0,1
S001442,C00600,dedicated,gra,linux,4,16,0.5,529,0,0
S001443,C00768,dedicated,waw,windows,8,64,0.5,1476,0,0
S001444,C00532,vps,eri,linux,4,32,0.1,88,0,0
S001445,C00048,vps,sbg,windows,4,8,4.0,311,0,0
S001446,C00311,dedicated,rbx,windows,8,32,0.25,1980,0,0
S001447,C00741,dedicated,bhs,linux,8,8,1.0,1629,0,0
S001448,C00039,dedicated,waw,linux,32,16,0.5,456,0,0
S001449,C00087,storage,rbx,linux,4,32,0.25,2190,0,0
S001450,C00750,storage,rbx,windows,8,32,0.5,2183,0,0
S001451,C00056,vps,bhs,linux,32,8,1.0,91,0,0
S001452,C00863,dedicated,eri,windows,4,4,0.1,57,0,0
S001453,C00682,dedicated,rbx,windows,32,8,8.0,539,0,0
S001454,C00598,dedicated,rbx,linux,64,32,4.0,1746,0,0
S001455,C00482,vps,eri,linux,16,128,0.1,1315,0,0
S001456,C00080,dedicated,gra,linux,8,32,2.0,1128,0,0
S001457,C00373,dedicated,gra,windows,16,32,0.5,914,0,0
S001458,C00726,database,sbg,linux,8,16,0.1,1055,0,1
S001459,C00813,vps,gra,windows,8,4,0.5,1402,0,0
S001460,C00402,storage,gra,managed,64,64,2.0,141,0,1
S001461,C00755,dedicated,bhs,linux,4,16,1.0,1290,0,0
S001462,C00698,dedicated,bhs,windows,16,4,0.25,486,0,0
S001463,C00051,database,sbg,linux,8,16,1.0,1733,0,1
S001464,C00558,vps,rbx,linux,2,32,1.0,430,0,0
S001465,C00554,vps,sbg,linux,8,8,2.0,156,0,0
S001466,C00488,database,bhs,linux,16,4,1.0,956,0,1
S001467,C00695,vps,waw,linux,8,32,2.0,969,0,0
S001468,C00800,dedicated,waw,linux,16,4,1.0,1141,0,0
S001469,C00495,vps,bhs,linux,4,16,0.25,1892,0,0
S001470,C00288,dedicated,lim,linux,32,64,2.0,1539,0,0
S001471,C00884,dedicated,lim,linux,8,256,0.5,798,0,0
S001472,C00867,dedicated,gra,linux,16,16,1.0,1598,0,0
S001473,C00617,gpu,eri,windows,4,4,1.0,1108,1,0
S001474,C00576,vps,lim,linux,8,16,0.5,493,0,0
S001475,C00093,dedicated,rbx,linux,32,8,0.25,48,0,0
S001476,C00361,dedicated,gra,managed,2,64,1.0,9,0,1
S001477,C00178,vps,bhs,windows,4,32,2.0,493,0,0
S001478,C00463,database,sbg,linux,16,16,2.0,1802,0,1
S001479,C00743,dedicated,waw,windows,16,32,1.0,1020,0,0
S001480,C00202,dedicated,sbg,linux,32,16,0.25,994,0,0
S001481,C00897,gpu,gra,windows,16,16,0.5,878,1,0
S001482,C00116,gpu,rbx,linux,32,128,2.0,563,1,0
S001483,C00088,database,lim,linux,8,8,0.5,1572,0,1
S001484,C00877,dedicated,gra,linux,8,8,2.0,29,0,0
S001485,C00090,dedicated,waw,windows,16,64,0.5,1346,0,0
S001486,C00661,vps,rbx,linux,16,16,0.1,2061,0,0
S001487,C00687,dedicated,sbg,linux,2,8,1.0,1936,0,0
S001488,C00297,gpu,sbg,linux,4,4,1.0,813,1,0
S001489,C00057,dedicated,rbx,windows,8,16,1.0,1880,0,0
S001490,C00277,vps,bhs,linux,16,16,0.25,523,0,0
S001491,C00061,database,bhs,linux,8,16,2.0,531,0,1
S001492,C00605,database,gra,linux,16,8,0.5,756,0,1
S001493,C00799,vps,rbx,windows,16,16,2.0,39,0,0
S001494,C00897,database,waw,linux,4,32,1.0,585,0,1
S001495,C00720,dedicated,waw,managed,8,64,0.5,1879,0,1
S001496,C00697,vps,sbg,linux,8,32,1.0,1677,0,0
S001497,C00793,dedicated,waw,linux,4,32,1.0,724,0,0
S001498,C00692,database,gra,linux,8,64,1.0,688,0,1
S001499,C00585,database,gra,linux,8,8,1.0,764,0,1
S001500,C00896,dedicated,bhs,linux,16,8,0.1,262,0,0
S001501,C00290,dedicated,bhs,linux,8,4,4.0,349,0,0
S001502,C00371,vps,waw,windows,2,16,0.5,2184,0,0
S001503,C00815,dedicated,gra,linux,8,256,0.25,1524,0,0
S001504,C00279,gpu,sbg,linux,16,16,2.0,1490,1,0
S001505,C00268,dedicated,bhs,linux,8,64,0.25,616,0,0
S001506,C00136,storage,rbx,linux,4,4,8.0,1883,0,0
S001507,C00247,vps,sbg,linux,32,16,0.5,389,0,0
S001508,C00534,vps,bhs,linux,2,16,0.5,2131,0,0
S001509,C00797,dedicated,rbx,linux,4,8,0.1,1107,0,0
S001510,C00122,database,rbx,linux,8,16,0.1,728,0,1
S001511,C00612,vps,rbx,bsd,16,32,0.1,1651,0,0
S001512,C00689,vps,lim,linux,16,16,0.1,918,0,0
S001513,C00806,vps,rbx,bsd,2,64,0.5,593,0,0
S001514,C00675,database,gra,linux,16,64,0.5,1504,0,1
S001515,C00140,storage,gra,windows,16,16,0.5,1588,0,0
S001516,C00440,storage,gra,linux,32,256,0.25,1327,0,0
S001517,C00857,vps,gra,linux,32,4,0.1,1016,0,0
S001518,C00817,gpu,bhs,windows,16,8,0.1,724,1,0
S001519,C00551,dedicated,gra,linux,4,16,0.25,888,0,0
S001520,C00866,vps,rbx,linux,4,32,0.5,1923,0,0
S001521,C00601,vps,gra,windows,32,16,0.25,791,0,0
S001522,C00058,vps,rbx,linux,8,16,0.5,2127,0,0
S001523,C00822,database,gra,linux,8,64,4.0,321,0,1
S001524,C00151,database,bhs,linux,32,8,0.25,358,0,1
S001525,C00342,vps,bhs,linux,32,64,0.25,732,0,0
S001526,C00214,vps,waw,managed,16,16,1.0,7,0,1
S001527,C00647,gpu,rbx,linux,32,16,0.5,1934,1,0
S001528,C00026,database,lim,linux,2,8,0.1,749,0,1
S001529,C00576,storage,bhs,linux,16,8,2.0,225,0,0
S001530,C00777,dedicated,gra,bsd,64,16,1.0,1361,0,0
S001531,C00708,dedicated,sbg,windows,2,32,8.0,2108,0,0
S001532,C00276,gpu,waw,linux,4,16,4.0,2186,1,0
S001533,C00807,storage,rbx,managed,16,8,1.0,237,0,1
S001534,C00325,storage,rbx,linux,8,32,1.0,1744,0,0
S001535,C00612,vps,bhs,windows,2,32,0.5,797,0,0
S001536,C00456,vps,gra,linux,4,128,4.0,1839,0,0
S001537,C00060,vps,eri,linux,4,16,1.0,1334,0,0
S001538,C00002,storage,gra,linux,4,32,0.5,1610,0,0
S001539,C00164,dedicated,gra,managed,32,16,0.1,1843,0,1
S001540,C00841,vps,gra,bsd,8,32,1.0,1969,0,0
S001541,C00858,storage,rbx,linux,16,16,1.0,316,0,0
S001542,C00369,gpu,lim,linux,2,8,2.0,1592,1,0
S001543,C00871,dedicated,waw,linux,4,256,0.25,311,0,0
S001544,C00044,storage,lim,linux,4,32,2.0,2076,0,0
S001545,C00870,dedicated,sbg,linux,32,32,0.1,1382,0,0
S001546,C00207,dedicated,sbg,linux,64,16,1.0,424,0,0
S001547,C00033,vps,rbx,linux,4,32,0.5,644,0,0
S001548,C00682,dedicated,gra,linux,64,8,0.5,1970,0,0
S001549,C00344,database,lim,bsd,2,16,0.5,1418,0,1
S001550,C00263,database,sbg,linux,4,8,0.25,505,0,1
S001551,C00683,dedicated,sbg,linux,16,8,0.25,1805,0,0
S001552,C00299,storage,sbg,linux,4,4,2.0,1580,0,0
S001553,C00677,vps,waw,linux,32,32,0.25,170,0,0
S001554,C00175,vps,rbx,linux,4,8,2.0,623,0,0
S001555,C00077,gpu,bhs,windows,16,64,1.0,1858,1,0
S001556,C00292,vps,bhs,linux,4,64,0.1,772,0,0
S001557,C00548,dedicated,lim,linux,4,8,4.0,83,0,0
S001558,C00202,dedicated,gra,windows,8,32,2.0,1328,0,0
S001559,C00128,vps,gra,linux,32,16,2.0,1977,0,0
S001560,C00674,database,sbg,linux,8,64,2.0,1224,0,1
S001561,C00443,vps,lim,windows,8,16,1.0,2146,0,0
S001562,C00388,vps,eri,linux,2,16,8.0,251,0,0
S001563,C00215,dedicated,bhs,linux,2,8,0.25,1468,0,0
S001564,C00015,database,rbx,windows,2,64,0.1,1429,0,1
S001565,C00047,dedicated,gra,bsd,16,8,1.0,2165,0,0
S001566,C00613,vps,bhs,linux,4,64,0.5,1147,0,0
S001567,C00072,vps,rbx,linux,4,8,1.0,1808,0,0
S001568,C00222,dedicated,sbg,linux,8,32,0.5,320,0,0
S001569,C00819,dedicated,lim,linux,8,16,0.5,98,0,0
S001570,C00309,vps,rbx,linux,4,4,4.0,1576,0,0
S001571,C00670,dedicated,rbx,linux,2,8,0.25,9,0,0
S001572,C00308,vps,gra,linux,8,8,0.25,1924,0,0
S001573,C00838,storage,rbx,linux,16,32,1.0,46,0,0
S001574,C00739,dedicated,bhs,linux,4,32,2.0,1515,0,0
S001575,C00422,vps,rbx,linux,16,8,2.0,994,0,0
S001576,C00615,dedicated,gra,linux,2,16,0.25,1420,0,0
S001577,C00371,dedicated,gra,bsd,32,4,4.0,1371,0,0
S001578,C00849,storage,gra,linux,64,32,1.0,977,0,0
S001579,C00322,storage,bhs,linux,2,64,2.0,1059,0,0
S001580,C00752,storage,bhs,bsd,8,64,0.1,1107,0,0
S001581,C00554,dedicated,sbg,linux,4,64,0.5,1490,0,0
S001582,C00579,vps,sbg,linux,16,16,1.0,1562,0,0
S001583,C00316,vps,gra,linux,8,8,1.0,989,0,0
S001584,C00749,database,sbg,windows,8,64,0.1,776,0,1
S001585,C00671,vps,gra,linux,4,8,1.0,94,0,0
S001586,C00733,database,eri,windows,2,4,1.0,1714,0,1
S001587,C00721,dedicated,gra,linux,16,8,0.5,498,0,0
S001588,C00141,vps,sbg,linux,8,32,1.0,955,0,0
S001589,C00788,storage,gra,linux,16,32,0.5,2183,0,0
S001590,C00757,vps,waw,managed,16,256,2.0,1726,0,1
S001591,C00218,vps,gra,linux,8,16,1.0,761,0,0
S001592,C00883,vps,eri,linux,8,8,1.0,1045,0,0
S001593,C00474,database,gra,linux,32,16,4.0,715,0,1
S001594,C00289,dedicated,lim,linux,16,32,1.0,1377,0,0
S001595,C00201,database,bhs,linux,32,8,0.25,336,0,1
S001596,C00328,vps,rbx,linux,64,128,1.0,2095,0,0
S001597,C00033,vps,rbx,linux,4,16,8.0,2171,0,0
S001598,C00621,vps,rbx,managed,16,32,0.1,657,0,1
S001599,C00637,dedicated,lim,linux,16,64,1.0,507,0,0
S001600,C00601,database,lim,managed,2,16,0.25,1186,0,1
S001601,C00494,database,gra,linux,8,32,2.0,1423,0,1
S001602,C00326,database,rbx,linux,4,16,1.0,1416,0,1
S001603,C00651,database,rbx,bsd,8,64,4.0,93,0,1
S001604,C00784,vps,gra,windows,4,64,1.0,1564,0,0
S001605,C00078,vps,bhs,linux,16,16,0.1,147,0,0
S001606,C00344,gpu,rbx,linux,16,8,1.0,752,1,0
S001607,C00895,dedicated,rbx,windows,8,128,4.0,1577,0,0
S001608,C00775,storage,lim,windows,2,128,0.25,1951,0,0
S001609,C00894,vps,waw,linux,8,32,0.1,1397,0,0
S001610,C00164,vps,waw,linux,2,256,1.0,352,0,0
S001611,C00418,vps,gra,linux,4,16,1.0,1496,0,0
S001612,C00117,vps,lim,linux,4,16,0.1,82,0,0
S001613,C00779,dedicated,sbg,linux,32,16,0.25,508,0,0
S001614,C00466,vps,sbg,linux,4,4,0.5,273,0,0
S001615,C00219,vps,gra,linux,8,16,1.0,2166,0,0
S001616,C00081,dedicated,lim,linux,32,32,0.5,811,0,0
S001617,C00663,dedicated,sbg,linux,4,4,0.5,1228,0,0
S001618,C00730,vps,lim,linux,32,8,2.0,1739,0,0
S001619,C00791,dedicated,bhs,linux,2,32,0.25,2133,0,0
S001620,C00874,storage,waw,linux,4,64,1.0,2190,0,0
S001621,C00733,dedicated,bhs,windows,2,256,0.5,362,0,0
S001622,C00707,vps,eri,linux,8,8,0.5,867,0,0
S001623,C00730,dedicated,rbx,linux,64,64,1.0,891,0,0
S001624,C00898,vps,rbx,linux,8,8,1.0,1751,0,0
S001625,C00416,vps,bhs,linux,8,8,4.0,739,0,0
S001626,C00682,vps,sbg,linux,4,32,0.25,509,0,0
S001627,C00737,vps,bhs,linux,32,16,0.1,1661,0,0
S001628,C00104,vps,bhs,linux,8,64,0.5,1089,0,0
S001629,C00621,dedicated,sbg,linux,4,8,1.0,1644,0,0
S001630,C00304,vps,waw,linux,64,8,0.25,836,0,0
S001631,C00119,vps,rbx,linux,4,16,4.0,1070,0,0
S001632,C00153,vps,lim,linux,4,4,2.0,21,0,0
S001633,C00102,vps,gra,linux,2,8,0.5,36,0,0
S001634,C00807,storage,bhs,linux,2,8,0.5,1,0,0
S001635,C00694,vps,lim,windows,16,16,0.1,386,0,0
S001636,C00091,dedicated,rbx,linux,8,32,1.0,765,0,0
S001637,C00562,dedicated,rbx,linux,64,8,1.0,111,0,0
S001638,C00594,dedicated,rbx,linux,2,32,4.0,354,0,0
S001639,C00467,vps,sbg,linux,8,32,1.0,1863,0,0
S001640,C00545,storage,rbx,linux,16,16,0.25,1880,0,0
S001641,C00816,storage,gra,linux,8,16,0.25,638,0,0
S001642,C00466,vps,lim,linux,8,32,0.25,2082,0,0
S001643,C00593,dedicated,rbx,linux,8,64,4.0,260,0,0
S001644,C00513,gpu,sbg,linux,16,8,2.0,70,1,0
S001645,C00356,dedicated,bhs,linux,32,64,2.0,779,0,0
S001646,C00801,vps,gra,managed,4,4,2.0,583,0,1
S001647,C00372,gpu,gra,managed,8,16,0.1,170,1,1
S001648,C00719,vps,eri,windows,8,16,1.0,1864,0,0
S001649,C00544,dedicated,bhs,linux,4,8,1.0,2153,0,0
S001650,C00616,dedicated,gra,linux,2,4,0.25,595,0,0
S001651,C00684,vps,waw,linux,64,4,0.5,693,0,0
S001652,C00662,dedicated,sbg,windows,4,4,1.0,1580,0,0
S001653,C00507,vps,gra,linux,4,32,4.0,2052,0,0
S001654,C00553,vps,bhs,linux,8,8,0.1,631,0,0
S001655,C00457,dedicated,sbg,linux,2,64,4.0,1502,0,0
S001656,C00305,dedicated,rbx,windows,2,64,4.0,51,0,0
S001657,C00654,storage,lim,windows,2,8,4.0,1245,0,0
S001658,C00790,vps,rbx,linux,2,8,0.1,2171,0,0
S001659,C00634,storage,rbx,linux,4,16,0.25,1046,0,0
S001660,C00694,vps,rbx,windows,16,64,1.0,1411,0,0
S001661,C00747,dedicated,waw,windows,4,16,0.5,1512,0,0
S001662,C00330,vps,bhs,windows,4,4,0.1,1391,0,0
S001663,C00056,vps,lim,linux,8,256,2.0,1510,0,0
S001664,C00303,vps,rbx,linux,4,16,0.1,1950,0,0
S001665,C00679,storage,waw,windows,8,16,0.5,24,0,0
S001666,C00734,database,sbg,linux,4,64,4.0,1946,0,1
S001667,C00462,storage,rbx,linux,4,128,0.5,1997,0,0
S001668,C00700,vps,gra,linux,4,16,4.0,1988,0,0
S001669,C00067,vps,waw,linux,2,8,0.5,810,0,0
S001670,C00579,vps,rbx,windows,32,16,0.5,1283,0,0
S001671,C00611,dedicated,bhs,linux,64,8,0.1,777,0,0
S001672,C00457,storage,sbg,linux,32,16,0.5,1848,0,0
S001673,C00644,gpu,gra,linux,2,8,0.5,895,1,0
S001674,C00442,dedicated,eri,windows,16,32,2.0,689,0,0
S001675,C00471,database,waw,windows,8,32,4.0,1507,0,1
S001676,C00543,gpu,sbg,linux,2,128,0.1,109,1,0
S001677,C00714,vps,bhs,linux,32,64,0.1,827,0,0
S001678,C00223,database,sbg,linux,16,4,1.0,454,0,1
S001679,C00270,dedicated,waw,windows,2,8,0.5,823,0,0
S001680,C00376,dedicated,gra,linux,64,16,0.5,987,0,0
S001681,C00181,vps,sbg,linux,2,8,0.25,140,0,0
S001682,C00300,vps,rbx,managed,8,4,0.25,1902,0,1
S001683,C00315,vps,sbg,linux,2,32,1.0,917,0,0
S001684,C00282,database,sbg,linux,2,16,0.1,790,0,1
S001685,C00369,dedicated,gra,linux,64,4,2.0,329,0,0
S001686,C00454,dedicated,eri,linux,8,16,0.5,2190,0,0
S001687,C00626,vps,gra,linux,4,128,0.5,1882,0,0
S001688,C00272,dedicated,gra,linux,16,32,1.0,1060,0,0
S001689,C00760,storage,rbx,linux,32,8,0.25,736,0,0
S001690,C00431,vps,bhs,managed,32,16,4.0,1029,0,1
S001691,C00648,database,gra,linux,32,64,1.0,2113,0,1
S001692,C00103,vps,sbg,linux,32,4,2.0,487,0,0
S001693,C00156,dedicated,waw,linux,8,32,0.5,1506,0,0
S001694,C00408,dedicated,gra,windows,4,32,0.5,1987,0,0
S001695,C00329,dedicated,eri,linux,32,32,0.25,1663,0,0
S001696,C00446,database,rbx,linux,2,8,1.0,1914,0,1
S001697,C00142,vps,bhs,managed,2,64,1.0,2085,0,1
S001698,C00426,vps,gra,linux,8,16,0.5,132,0,0
S001699,C00618,dedicated,bhs,linux,4,4,0.25,526,0,0
S001700,C00655,gpu,lim,windows,8,4,0.25,318,1,0
